Date,Open,High,Low,Close,Volume,Adj Close
2017-01-03,62.790001000000004,62.84,62.130001,62.580002,20460500,62.580002
2017-01-04,62.48,62.75,62.119999,62.299999,20999800,62.299999
2017-01-05,62.189999,62.66,62.029999,62.299999,24845300,62.299999
2017-01-06,62.299999,63.150002,62.040001000000004,62.84,19897900,62.84
2017-01-09,62.759997999999996,63.080002,62.540001000000004,62.639998999999996,20256600,62.639998999999996
2017-01-10,62.73,63.07,62.279999,62.619999,18547000,62.619999
2017-01-11,62.610001000000004,63.23,62.43,63.189999,21462800,63.189999
2017-01-12,63.060001,63.400002,61.950001,62.610001000000004,20898900,62.610001000000004
2017-01-13,62.619999,62.869999,62.349998,62.700001,19350400,62.700001
